"","id","id_seq","transicao","V1023","idade","genero","VD3004","V2010","V2005","UF","qtd_pessoas","periodo_ajust","ensino_medio","ensino_superior","raça","posicao_familiar","tempo_desemprego","filhos","regiao","renda_domiciliar","renda_depois"
"2330","430052150_02_08_07_09_1988_Homem_4354013",184838,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Homem","Superior completo","Branca","Pessoa responsável pelo domicílio","Rio Grande do Sul",2,"Pandemia","Ensino médio completo","Superior completo","Branco","Responsável pelo domicílio",3,0,"Sul",1000,1300
"2331","430187340_07_08_04_08_1995_Mulher_4355011",184919,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Mulher","Fundamental incompleto ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Rio Grande do Sul",4,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",8,0,"Sul",300,1200
"2332","500028401_05_08_21_08_1992_Mulher_5010011",184955,"Migrou para o setor privado","Capital",28,"Mulher","Superior completo","Parda","Filho(a) somente do responsável","Mato Grosso do Sul",3,"Pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",24,0,"Centro-Oeste",0,1750
"2333","500039410_09_08_29_05_1986_Mulher_5010012",184986,"Migrou para o setor privado","Capital",34,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Mato Grosso do Sul",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",6,2,"Centro-Oeste",353.75,1177
"2334","510026092_10_08_02_07_1995_Mulher_5110011",185094,"Migrou para TCP","Capital",25,"Mulher","Superior completo","Parda","Pessoa responsável pelo domicílio","Mato Grosso",1,"Pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",3,0,"Centro-Oeste",0,600
"2335","510054180_04_08_03_04_1995_Homem_5110011",185133,"Migrou para o setor privado","Capital",25,"Homem","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Mato Grosso",3,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",6,0,"Centro-Oeste",0,1100
"2336","510002250_04_08_28_03_1986_Homem_5120010",185166,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",34,"Homem","Fundamental incompleto ou equivalente","Parda","Neto(a)","Mato Grosso",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",5,0,"Centro-Oeste",0,1200
"2337","510039222_13_08_13_08_1982_Homem_5120010",185194,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",38,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) somente do responsável","Mato Grosso",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",600,1700
"2338","510006760_08_08_30_09_1969_Homem_5130010",185207,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",51,"Homem","Fundamental incompleto ou equivalente","Preta","Filho(a) somente do responsável","Mato Grosso",4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",2,0,"Centro-Oeste",0,1100
"2339","510017512_04_08_29_10_1994_Homem_5130010",185212,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Homem","Médio completo ou equivalente","Branca","Neto(a)","Mato Grosso",3.6,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Centro-Oeste",0,1072.5
"2340","520008264_04_08_12_05_1988_Mulher_5210011",185329,"Migrou para o setor privado","Capital",32,"Mulher","Superior completo","Branca","Cônjuge ou companheiro(a) de sexo diferente","Goiás",2,"Pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",5,0,"Centro-Oeste",4000,4800
"2341","520047651_10_08_24_02_1990_Mulher_5210011",185373,"Migrou para o setor privado","Capital",30,"Mulher","Superior completo","Parda","Filho(a) somente do responsável","Goiás",2,"Pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",8,0,"Centro-Oeste",0,450
"2342","520062619_02_08_11_06_1995_Homem_5210012",185403,"Migrou para TCP","Capital",25,"Homem","Médio completo ou equivalente","Parda","Neto(a)","Goiás",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Centro-Oeste",0,1000
"2343","520062619_04_08_11_05_1986_Mulher_5210012",185406,"Migrou para o setor privado","Capital",34,"Mulher","Fundamental completo ou equivalente","Branca","Pessoa responsável pelo domicílio","Goiás",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",6,1,"Centro-Oeste",0,1350
"2344","520062619_05_08_25_04_1992_Homem_5210012",185408,"Migrou para TCP","Capital",28,"Homem","Fundamental completo ou equivalente","Parda","Neto(a)","Goiás",5,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Centro-Oeste",0,800
"2345","520062619_05_08_25_04_1995_Homem_5210012",185409,"Migrou para TCP","Capital",25,"Homem","Fundamental completo ou equivalente","Parda","Neto(a)","Goiás",5,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Centro-Oeste",0,800
"2346","520042758_05_08_17_09_1991_Homem_5251011",185538,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",28,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) somente do responsável","Goiás",2.4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",9,0,"Centro-Oeste",833.333333333333,1500
"2347","520038873_01_08_22_01_1997_Mulher_5252011",185553,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Mulher","Médio incompleto ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Goiás",6,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",5,0,"Centro-Oeste",87.0833333333335,1250
"2348","530016345_07_08_08_03_1996_Homem_5310211",185728,"Migrou para TCP","Capital",24,"Homem","Médio completo ou equivalente","Parda","Neto(a)","Distrito Federal",5.4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",8,0,"Centro-Oeste",0,1000
"2349","530009140_06_08_10_11_1988_Mulher_5310213",185759,"Migrou para o setor privado","Capital",31,"Mulher","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Distrito Federal",3.6,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",9,0,"Centro-Oeste",600,1200
"2350","110019110_03_08_03_12_1995_Homem_1110011",185837,"Migrou para TCP","Capital",25,"Homem","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Rondônia",2,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Norte",650,600
"2351","110022598_04_08_12_12_2001_Mulher_1110012",185892,"Migrou para o setor privado","Capital",19,"Mulher","Médio incompleto ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Rondônia",6.2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",120,0,"Norte",342.5,825
"2352","120002977_10_08_21_10_2000_Homem_1210010",185985,"Migrou para o setor privado","Capital",20,"Homem","Médio completo ou equivalente","Preta","Irmão ou irmã","Acre",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Norte",1000,1100
"2353","120013903_01_08_23_09_1981_Mulher_1210010",186077,"Migrou para o setor privado","Capital",39,"Mulher","Fundamental completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Acre",5,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",24,2,"Norte",260,1045
"2354","130052433_11_08_18_05_1999_Homem_1310112",186133,"Migrou para o setor privado","Capital",21,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Amazonas",6,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Norte",350,1600
"2355","130074535_05_08_24_09_1992_Mulher_1310112",186134,"Migrou para o setor privado","Capital",28,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Amazonas",2,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",5,1,"Norte",0,240
"2356","130043601_11_08_29_01_1998_Homem_1310113",186146,"Migrou para TCP","Capital",23,"Homem","Superior incompleto ou equivalente","Parda","Irmão ou irmã","Amazonas",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Norte",181.25,1400
"2357","130027305_12_08_07_06_1987_Homem_1310211",186160,"Migrou para TCP","Capital",33,"Homem","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Amazonas",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",5,2,"Norte",0,800
"2358","130036754_01_08_27_05_1972_Homem_1310211",186161,"Migrou para TCP","Capital",48,"Homem","Fundamental completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Amazonas",3,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",9,0,"Norte",0,2000
"2359","130024566_03_08_10_05_1981_Mulher_1310212",186201,"Migrou para TCP","Capital",39,"Mulher","Superior completo","Parda","Cônjuge ou companheiro(a) de sexo diferente","Amazonas",4,"Pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",48,2,"Norte",268.125,500
"2360","130044390_04_08_05_10_1993_Homem_1310213",186252,"Migrou para o setor privado","Capital",27,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) somente do responsável","Amazonas",3.2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Norte",426.666666666667,700
"2361","130043770_04_08_09_08_1973_Homem_1320010",186300,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Amazonas",5.2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",8,1,"Norte",0,3000
"2362","130043770_06_08_10_01_1997_Homem_1320010",186303,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",23,"Homem","Médio completo ou equivalente","Branca","Filho(a) somente do responsável","Amazonas",3,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",8,0,"Norte",283.333333333333,280
"2363","130043770_06_08_19_04_1999_Mulher_1320010",186304,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",21,"Mulher","Médio completo ou equivalente","Parda","Enteado(a)","Amazonas",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Norte",283.333333333333,400
"2364","130047453_03_08_30_06_1965_Homem_1351010",186360,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",55,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Amazonas",3.4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",24,1,"Norte",0,800
"2365","130047453_08_08_29_03_1981_Homem_1351010",186372,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",39,"Homem","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Amazonas",9,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,4,"Norte",80.5555555555555,600
"2366","130029385_07_08_11_02_1995_Homem_1353010",186431,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Amazonas",3.4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Norte",433.333333333333,600
"2367","130079060_14_08_20_05_1971_Homem_1353010",186455,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",49,"Homem","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Amazonas",5.6,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",5,1,"Norte",283.333333333333,300
"2368","140007180_07_08_14_02_1967_Homem_1410012",186547,"Migrou para TCP","Capital",53,"Homem","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Roraima",5,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",3,0,"Norte",40,700
"2369","150049394_03_08_10_01_1968_Homem_1510011",186570,"Migrou para o setor privado","Capital",52,"Homem","Fundamental incompleto ou equivalente","Preta","Cônjuge ou companheiro(a) de sexo diferente","Pará",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",60,0,"Norte",600,1000
"2370","150021580_09_08_13_12_1986_Mulher_1520011",186654,"Migrou para TCP","Resto da RM (Região Metropolitana, excluindo a capital)",34,"Mulher","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Pará",3.8,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",5,1,"Norte",500,1100
"2371","150029798_06_08_24_06_1998_Mulher_1520011",186657,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",22,"Mulher","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Pará",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,2,"Norte",112.5,875
"2372","150075448_07_08_23_08_1990_Mulher_1551011",186730,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",30,"Mulher","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Pará",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",7,0,"Norte",261.25,1100
"2373","150069003_06_08_17_06_1990_Homem_1552011",186774,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",30,"Homem","Médio completo ou equivalente","Preta","Pessoa responsável pelo domicílio","Pará",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",3,1,"Norte",0,1100
"2374","150107543_04_08_30_09_1997_Homem_1552011",186797,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",23,"Homem","Médio completo ou equivalente","Preta","Filho(a) do responsável e do cônjuge","Pará",5,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",19,0,"Norte",560,800
"2375","150114927_04_08_07_01_2000_Homem_1553012",186861,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Fundamental completo ou equivalente","Parda","Filho(a) somente do responsável","Pará",3.4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Norte",2000,500
"2376","170026585_09_08_16_07_1989_Homem_1751012",187032,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Homem","Fundamental incompleto ou equivalente","Parda","Filho(a) somente do responsável","Tocantins",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",5,0,"Norte",0,800
"2377","210163311_03_08_19_09_1998_Mulher_2110011",187084,"Migrou para o setor privado","Capital",22,"Mulher","Médio completo ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Maranhão",3,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",8,1,"Nordeste",400,1105
"2378","210008040_03_08_09_11_1990_Homem_2110012",187088,"Migrou para TCP","Capital",30,"Homem","Médio completo ou equivalente","Branca","Filho(a) do responsável e do cônjuge","Maranhão",4,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Nordeste",750,1050
"2379","210041711_02_08_15_01_1995_Homem_2110013",187111,"Migrou para o setor privado","Capital",26,"Homem","Superior incompleto ou equivalente","Preta","Filho(a) do responsável e do cônjuge","Maranhão",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",36,0,"Nordeste",1045,1500
"2380","210081062_04_08_09_01_1982_Mulher_2120010",187122,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",39,"Mulher","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Maranhão",5.8,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",36,1,"Nordeste",258.333333333333,1200
"2381","210094696_09_08_16_04_2001_Mulher_2120010",187128,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",19,"Mulher","Superior incompleto ou equivalente","Parda","Filho(a) somente do responsável","Maranhão",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",24,0,"Nordeste",0,600
"2382","210003656_04_08_02_11_1995_Mulher_2151011",187165,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Mulher","Médio completo ou equivalente","Parda","Filho(a) do responsável e do cônjuge","Maranhão",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",5,0,"Nordeste",333.333333333333,1100
"2383","210031779_09_08_12_11_1987_Homem_2151011",187173,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",33,"Homem","Médio completo ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Maranhão",3.2,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",4,2,"Nordeste",900,2500
"2384","210099252_12_08_02_01_1999_Homem_2151011",187201,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Homem","Fundamental incompleto ou equivalente","Branca","Filho(a) somente do responsável","Maranhão",5,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",1,0,"Nordeste",20,150
"2385","210114516_03_08_21_11_1986_Homem_2151012",187223,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",34,"Homem","Sem instrução e menos de 1 ano de estudo","Parda","Cônjuge ou companheiro(a) de sexo diferente","Maranhão",4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,2,"Nordeste",37.5,375
"2386","210111670_07_08_17_08_1993_Homem_2152011",187279,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",27,"Homem","Médio incompleto ou equivalente","Parda","Filho(a) somente do responsável","Maranhão",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",8,0,"Nordeste",0,400
"2387","210011576_07_08_10_04_2002_Homem_2152012",187289,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Homem","Médio completo ou equivalente","Parda","Outro parente","Maranhão",5.6,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",150,900
"2388","210011585_05_08_02_07_1978_Homem_2153011",187318,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",42,"Homem","Fundamental incompleto ou equivalente","Parda","Cônjuge ou companheiro(a) de sexo diferente","Maranhão",5,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",1,1,"Nordeste",70,710
"2389","210011585_10_08_28_06_1985_Homem_2153011",187321,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",35,"Homem","Médio completo ou equivalente","Preta","Pessoa responsável pelo domicílio","Maranhão",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",9,1,"Nordeste",0,550
"2390","210100189_13_08_02_11_1980_Mulher_2153012",187369,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",40,"Mulher","Sem instrução e menos de 1 ano de estudo","Parda","Pessoa responsável pelo domicílio","Maranhão",1.2,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",48,0,"Nordeste",0,500
"2391","210161450_06_08_29_01_1998_Homem_2154011",187422,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Maranhão",2,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",6,0,"Nordeste",522.5,1100
"2392","220039043_03_08_18_02_1994_Homem_2253010",187645,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Piauí",3,"Pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",6,0,"Nordeste",781.666666666667,1100
"2393","230120940_12_08_12_09_1982_Mulher_2310111",187672,"Migrou para o setor privado","Capital",38,"Mulher","Superior completo","Parda","Filho(a) somente do responsável","Ceará",2,"Pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",0,2400
"2394","230031313_04_08_14_03_1993_Homem_2310211",187701,"Migrou para o setor privado","Capital",27,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Ceará",4,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",7,0,"Nordeste",461.875,1100
"2395","230027210_10_08_08_02_2001_Homem_2320011",187724,"Migrou para o setor privado","Resto da RM (Região Metropolitana, excluindo a capital)",19,"Homem","Médio incompleto ou equivalente","Indígena","Filho(a) do responsável e do cônjuge","Ceará",3,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",8,0,"Nordeste",0,1072.5
"2396","230018060_03_08_02_05_1991_Homem_2353012",187966,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",29,"Homem","Superior completo","Branca","Filho(a) do responsável e do cônjuge","Ceará",3,"Pandemia","Ensino médio completo","Superior completo","Branco","Não responsável pelo domicílio",4,0,"Nordeste",450,NA
"2397","230079262_14_08_23_12_1988_Homem_2353012",187984,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Homem","Médio completo ou equivalente","Parda","Filho(a) somente do responsável","Ceará",3,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",9,0,"Nordeste",0,550
"2398","240003731_08_08_06_01_2000_Homem_2410011",188063,"Migrou para o setor privado","Capital",21,"Homem","Médio incompleto ou equivalente","Preta","Filho(a) somente do responsável","Rio Grande do Norte",3,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",5,0,"Nordeste",0,800
"2399","240020223_11_08_13_07_1979_Homem_2452011",188157,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",41,"Homem","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Rio Grande do Norte",5,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",1,2,"Nordeste",0,1800
"2400","240027348_04_08_02_03_1967_Homem_2452012",188170,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",53,"Homem","Fundamental incompleto ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Rio Grande do Norte",4,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",5,0,"Nordeste",268.125,1100
"2401","250056958_01_08_11_07_1982_Mulher_2510011",188225,"Migrou para o setor privado","Capital",38,"Mulher","Superior completo","Parda","Cônjuge ou companheiro(a) de sexo diferente","Paraíba",3,"Pandemia","Ensino médio completo","Superior completo","Não branco","Não responsável pelo domicílio",24,1,"Nordeste",500,2800
"2402","250061880_09_08_11_12_1971_Mulher_2510011",188239,"Migrou para TCP","Capital",48,"Mulher","Médio completo ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Paraíba",5.2,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Nordeste",57.1428571428572,225
"2403","250037277_06_08_13_03_1987_Mulher_2510012",188247,"Migrou para TCP","Capital",33,"Mulher","Superior completo","Branca","Pessoa responsável pelo domicílio","Paraíba",4,"Pandemia","Ensino médio completo","Superior completo","Branco","Responsável pelo domicílio",60,2,"Nordeste",500,2000
"2404","250043980_09_08_16_02_1994_Mulher_2553011",188325,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",27,"Mulher","Superior incompleto ou equivalente","Parda","Outro parente","Paraíba",5,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Não responsável pelo domicílio",1,0,"Nordeste",0,950
"2405","250070287_05_08_24_03_1989_Homem_2553012",188343,"Migrou para TCP","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Homem","Fundamental incompleto ou equivalente","Parda","Pessoa responsável pelo domicílio","Paraíba",4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Responsável pelo domicílio",1,1,"Nordeste",25,325
"2406","260118768_04_08_21_04_1980_Homem_2610011",188404,"Migrou para o setor privado","Capital",40,"Homem","Superior completo","Parda","Pessoa responsável pelo domicílio","Pernambuco",2,"Pandemia","Ensino médio completo","Superior completo","Não branco","Responsável pelo domicílio",1,0,"Nordeste",0,5400
"2407","260209915_05_08_17_03_1978_Homem_2610011",188411,"Migrou para TCP","Capital",42,"Homem","Médio completo ou equivalente","Branca","Genro ou nora","Pernambuco",4,"Pandemia","Ensino médio completo","Sem superior completo","Branco","Não responsável pelo domicílio",24,0,"Nordeste",75,900
"2408","260096478_13_08_21_08_1965_Homem_2653011",188628,"Migrou para o setor privado","Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",55,"Homem","Médio completo ou equivalente","Parda","Pessoa responsável pelo domicílio","Pernambuco",5,"Pandemia","Ensino médio completo","Sem superior completo","Não branco","Responsável pelo domicílio",7,0,"Nordeste",0,600
"2409","270003146_02_08_19_02_1975_Mulher_2710111",188702,"Migrou para TCP","Capital",45,"Mulher","Médio incompleto ou equivalente","Branca","Pessoa responsável pelo domicílio","Alagoas",2,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Responsável pelo domicílio",10,1,"Nordeste",0,350
"2410","270075937_04_08_09_03_1998_Homem_2710111",188759,"Migrou para o setor privado","Capital",22,"Homem","Médio incompleto ou equivalente","Parda","Neto(a)","Alagoas",2.4,"Pandemia","Ensino médio incompleto","Sem superior completo","Não branco","Não responsável pelo domicílio",18,0,"Nordeste",141.666666666667,1100
"2411","270032577_11_08_11_01_1982_Homem_2710112",188784,"Migrou para o setor privado","Capital",39,"Homem","Fundamental incompleto ou equivalente","Branca","Cônjuge ou companheiro(a) de sexo diferente","Alagoas",4,"Pandemia","Ensino médio incompleto","Sem superior completo","Branco","Não responsável pelo domicílio",3,1,"Nordeste",0,1100
