"","id","id_seq","transicao","renda_depois","V1023","idade","genero","UF","escolaridade","raça","posicao_familiar","regiao","tempo_desemprego"
"238","320064851_04_11_08_06_1999_Homem_3220012",31745,"Migrou para o setor privado",1412,"Resto da RM (Região Metropolitana, excluindo a capital)",24,"Homem","Espírito Santo","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",4
"239","330190742_02_11_11_06_1993_Homem_3310211",32518,"Migrou para TCP",1412,"Capital",30,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",6
"240","330227437_05_11_09_07_1984_Mulher_3310211",32540,"Migrou para o setor privado",485,"Capital",39,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",120
"241","330399653_06_11_29_03_1966_Homem_3310212",32717,"Migrou para TCP",1000,"Capital",57,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",1
"242","330066371_02_11_06_04_1991_Mulher_3310213",32722,"Migrou para TCP",2500,"Capital",32,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",11
"243","330034807_03_11_08_07_2004_Mulher_3310311",32775,"Migrou para o setor privado",700,"Capital",19,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",15
"244","330034807_12_11_29_07_1999_Homem_3310311",32782,"Migrou para o setor privado",0,"Capital",24,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",36
"245","330189277_13_11_12_12_1981_Mulher_3310311",32849,"Migrou para o setor privado",6000,"Capital",42,"Mulher","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",24
"246","330313209_09_11_18_05_1963_Homem_3321011",33115,"Migrou para o setor privado",1500,"Resto da RM (Região Metropolitana, excluindo a capital)",60,"Homem","Rio de Janeiro","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sudeste",24
"247","330340350_11_11_05_02_1980_Homem_3321011",33128,"Migrou para TCP",225,"Resto da RM (Região Metropolitana, excluindo a capital)",43,"Homem","Rio de Janeiro","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",1
"248","330340350_13_11_25_08_1995_Homem_3321011",33130,"Migrou para o setor privado",1412,"Resto da RM (Região Metropolitana, excluindo a capital)",28,"Homem","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",60
"249","330262525_05_11_01_09_1997_Homem_3321013",33230,"Migrou para o setor privado",1500,"Resto da RM (Região Metropolitana, excluindo a capital)",26,"Homem","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",12
"250","330317579_12_11_11_11_1988_Mulher_3322011",33367,"Migrou para TCP",1250,"Resto da RM (Região Metropolitana, excluindo a capital)",35,"Mulher","Rio de Janeiro","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",24
"251","330001432_06_11_03_09_1990_Homem_3322012",33392,"Migrou para o setor privado",1500,"Resto da RM (Região Metropolitana, excluindo a capital)",33,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",4
"252","330021383_06_11_13_12_1999_Homem_3322012",33411,"Migrou para TCP",1856,"Resto da RM (Região Metropolitana, excluindo a capital)",23,"Homem","Rio de Janeiro","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",5
"253","330142190_08_11_10_07_1976_Homem_3322012",33482,"Migrou para o setor privado",1406,"Resto da RM (Região Metropolitana, excluindo a capital)",47,"Homem","Rio de Janeiro","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sudeste",15
"254","330142190_08_11_28_02_2005_Mulher_3322012",33483,"Migrou para o setor privado",700,"Resto da RM (Região Metropolitana, excluindo a capital)",18,"Mulher","Rio de Janeiro","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Sudeste",2
"255","330171366_06_11_08_02_1964_Homem_3323011",33626,"Migrou para o setor privado",2150,"Resto da RM (Região Metropolitana, excluindo a capital)",59,"Homem","Rio de Janeiro","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",6
"256","330008955_05_11_18_09_1961_Homem_3323012",33643,"Migrou para o setor privado",1760,"Resto da RM (Região Metropolitana, excluindo a capital)",62,"Homem","Rio de Janeiro","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",6
"257","330322901_02_11_11_07_2005_Homem_3351011",33909,"Migrou para o setor privado",1500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Homem","Rio de Janeiro","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",6
"258","330217850_14_11_11_11_2003_Mulher_3352011",34039,"Migrou para o setor privado",1600,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Mulher","Rio de Janeiro","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",12
"259","330343708_01_11_04_06_1984_Homem_3353013",34240,"Migrou para o setor privado",400,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",39,"Homem","Rio de Janeiro","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sudeste",9
"260","350549642_06_11_13_03_1997_Mulher_3510112",34583,"Migrou para o setor privado",2000,"Capital",26,"Mulher","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",3
"261","350403160_10_11_15_06_1985_Homem_3510113",34633,"Migrou para TCP",800,"Capital",38,"Homem","São Paulo","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",1
"262","350531857_13_11_22_01_1997_Homem_3510212",34763,"Migrou para o setor privado",2500,"Capital",26,"Homem","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",5
"263","350272110_04_11_22_09_1979_Mulher_3510311",34866,"Migrou para o setor privado",1700,"Capital",44,"Mulher","São Paulo","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",9
"264","350387225_10_11_02_01_1990_Homem_3510311",34898,"Migrou para o setor privado",2000,"Capital",33,"Homem","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",3
"265","350615540_06_11_27_07_1994_Homem_3510311",34943,"Migrou para o setor privado",1900,"Capital",29,"Homem","São Paulo","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",7
"266","350621123_11_11_05_09_1964_Homem_3510312",35009,"Migrou para o setor privado",3575,"Capital",59,"Homem","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",1
"267","350311187_14_11_29_08_1976_Mulher_3521011",35119,"Migrou para o setor privado",2336,"Resto da RM (Região Metropolitana, excluindo a capital)",47,"Mulher","São Paulo","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",4
"268","351319380_03_11_09_04_1999_Mulher_3521012",35262,"Migrou para o setor privado",1900,"Resto da RM (Região Metropolitana, excluindo a capital)",24,"Mulher","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",5
"269","350479858_07_11_04_04_1977_Mulher_3522012",35351,"Migrou para o setor privado",1350,"Resto da RM (Região Metropolitana, excluindo a capital)",46,"Mulher","São Paulo","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sudeste",14
"270","351111570_14_11_19_12_2001_Homem_3522012",35385,"Migrou para o setor privado",1075,"Resto da RM (Região Metropolitana, excluindo a capital)",22,"Homem","São Paulo","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",2
"271","350240333_08_11_19_01_1977_Homem_3531011",35513,"Migrou para TCP",3250,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",46,"Homem","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",36
"272","350702895_10_11_10_12_1982_Homem_3531011",35549,"Migrou para o setor privado",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",41,"Homem","São Paulo","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",10
"273","350392448_14_11_04_11_1988_Mulher_3532012",35708,"Migrou para o setor privado",2350,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",35,"Mulher","São Paulo","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",12
"274","351136748_09_11_15_05_2005_Homem_3551011",35865,"Migrou para o setor privado",800,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Homem","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",15
"275","350049717_02_11_12_09_1992_Mulher_3551012",35905,"Migrou para o setor privado",1606,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Mulher","São Paulo","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",36
"276","351154026_03_11_10_10_1997_Mulher_3551013",35996,"Migrou para TCP",1550,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Mulher","São Paulo","Ensino médio completo","Branco","Responsável pelo domicílio","Sudeste",14
"277","350138524_12_11_22_08_2004_Mulher_3553011",36277,"Migrou para o setor privado",1700,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",19,"Mulher","São Paulo","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",5
"278","350607220_14_11_01_12_1978_Homem_3553013",36443,"Migrou para o setor privado",1885,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",44,"Homem","São Paulo","Ensino médio completo","Não branco","Responsável pelo domicílio","Sudeste",4
"279","410256890_11_11_23_01_1997_Homem_4110111",36818,"Migrou para o setor privado",1600.5,"Capital",26,"Homem","Paraná","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sul",5
"280","410268086_02_11_13_01_1965_Homem_4110111",36822,"Migrou para o setor privado",3900,"Capital",59,"Homem","Paraná","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",6
"281","410240749_06_11_06_07_1999_Homem_4110211",36976,"Migrou para o setor privado",2750,"Capital",24,"Homem","Paraná","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",2
"282","410074202_12_11_17_07_1966_Mulher_4120013",37253,"Migrou para o setor privado",1606,"Resto da RM (Região Metropolitana, excluindo a capital)",57,"Mulher","Paraná","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",12
"283","410189845_14_11_28_12_1977_Mulher_4120013",37279,"Migrou para o setor privado",1300,"Resto da RM (Região Metropolitana, excluindo a capital)",45,"Mulher","Paraná","Ensino médio completo","Não branco","Responsável pelo domicílio","Sul",12
"284","410241088_07_11_10_12_1993_Mulher_4152012",37354,"Migrou para o setor privado",1500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",30,"Mulher","Paraná","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",6
"285","410267274_04_11_24_06_1965_Homem_4152013",37383,"Migrou para o setor privado",2500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",58,"Homem","Paraná","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",2
"286","410026470_01_11_15_06_1964_Homem_4156011",37895,"Migrou para TCP",1700,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",59,"Homem","Paraná","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",4
"287","420192852_06_11_17_02_1982_Mulher_4220011",38223,"Migrou para TCP",1225,"Resto da RM (Região Metropolitana, excluindo a capital)",41,"Mulher","Santa Catarina","Ensino médio incompleto","Branco","Responsável pelo domicílio","Sul",12
"288","420058073_04_11_03_12_1996_Homem_4252011",38605,"Migrou para o setor privado",2350,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Santa Catarina","Ensino médio completo","Branco","Não responsável pelo domicílio","Sul",24
"289","420073379_06_11_25_12_2003_Homem_4252012",38748,"Migrou para o setor privado",1300,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Santa Catarina","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sul",3
"290","420054480_04_11_10_08_1991_Mulher_4253011",38915,"Migrou para o setor privado",1700,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",32,"Mulher","Santa Catarina","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sul",2
"291","430060831_13_11_14_04_1981_Homem_4321012",40043,"Migrou para o setor privado",1800,"Resto da RM (Região Metropolitana, excluindo a capital)",42,"Homem","Rio Grande do Sul","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",12
"292","430067190_02_11_12_08_1987_Homem_4321013",40114,"Migrou para o setor privado",8000,"Resto da RM (Região Metropolitana, excluindo a capital)",36,"Homem","Rio Grande do Sul","Ensino médio completo","Branco","Responsável pelo domicílio","Sul",4
"293","430088598_13_11_03_07_1963_Homem_4321013",40133,"Migrou para TCP",1500,"Resto da RM (Região Metropolitana, excluindo a capital)",60,"Homem","Rio Grande do Sul","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sul",7
"294","500053126_05_11_28_09_2003_Homem_5052013",41319,"Migrou para o setor privado",1706,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Mato Grosso do Sul","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Centro-Oeste",3
"295","510049881_05_11_17_02_1994_Homem_5152012",41824,"Migrou para TCP",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",29,"Homem","Mato Grosso","Ensino médio completo","Branco","Não responsável pelo domicílio","Centro-Oeste",6
"296","510064424_04_11_14_07_2005_Homem_5152012",41842,"Migrou para o setor privado",1600,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",18,"Homem","Mato Grosso","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Centro-Oeste",1
"297","520141288_09_11_03_05_1993_Mulher_5210011",42141,"Migrou para o setor privado",1331,"Capital",30,"Mulher","Goiás","Ensino médio completo","Branco","Não responsável pelo domicílio","Centro-Oeste",6
"298","520019922_05_11_22_02_1996_Mulher_5240011",42441,"Migrou para o setor privado",1850,"Resto da RIDE (Região Integrada de Desenvolvimento Econômico, excluindo a capital)",27,"Mulher","Goiás","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",36
"299","530056771_12_11_02_11_1993_Mulher_5310111",43041,"Migrou para o setor privado",2000,"Capital",30,"Mulher","Distrito Federal","Ensino médio completo","Branco","Não responsável pelo domicílio","Centro-Oeste",24
"300","530010563_09_11_17_08_1972_Mulher_5310112",43062,"Migrou para o setor privado",2150,"Capital",51,"Mulher","Distrito Federal","Ensino médio completo","Não branco","Responsável pelo domicílio","Centro-Oeste",6
"301","530042885_13_11_16_02_2005_Homem_5310113",43148,"Migrou para o setor privado",1500,"Capital",18,"Homem","Distrito Federal","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",6
"302","530042120_08_11_25_04_1998_Mulher_5310211",43306,"Migrou para o setor privado",500,"Capital",25,"Mulher","Distrito Federal","Ensino médio completo","Não branco","Não responsável pelo domicílio","Centro-Oeste",12
"303","530033435_09_11_22_09_1990_Homem_5310212",43390,"Migrou para TCP",1906,"Capital",33,"Homem","Distrito Federal","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Centro-Oeste",10
"304","110014959_05_11_07_05_1998_Homem_1152013",43760,"Migrou para o setor privado",1457.5,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",26,"Homem","Rondônia","Ensino médio completo","Não branco","Não responsável pelo domicílio","Norte",24
"305","120001749_12_11_03_07_1995_Homem_1210010",43780,"Migrou para TCP",1300,"Capital",28,"Homem","Acre","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Norte",13
"306","120004173_13_11_24_05_1971_Homem_1210010",43803,"Migrou para o setor privado",956,"Capital",52,"Homem","Acre","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Norte",132
"307","120011926_12_11_21_09_1981_Mulher_1210010",43827,"Migrou para o setor privado",1412,"Capital",42,"Mulher","Acre","Ensino médio completo","Não branco","Responsável pelo domicílio","Norte",4
"308","140006764_14_11_11_05_2002_Homem_1410012",44764,"Migrou para o setor privado",2150,"Capital",21,"Homem","Roraima","Ensino médio completo","Não branco","Não responsável pelo domicílio","Norte",9
"309","140007045_03_11_27_07_2001_Homem_1410012",44766,"Migrou para o setor privado",1456,"Capital",22,"Homem","Roraima","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Norte",3
"310","150023256_10_11_04_03_1989_Homem_1510011",44843,"Migrou para TCP",1100,"Capital",35,"Homem","Pará","Ensino médio completo","Não branco","Responsável pelo domicílio","Norte",5
"311","150034325_06_11_20_03_1989_Homem_1510013",44990,"Migrou para o setor privado",1412,"Capital",34,"Homem","Pará","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Norte",2
"312","150034325_08_11_29_02_2004_Homem_1510013",44994,"Migrou para o setor privado",1512,"Capital",20,"Homem","Pará","Ensino médio completo","Não branco","Não responsável pelo domicílio","Norte",2
"313","150101435_14_11_18_10_2005_Homem_1520012",45128,"Migrou para o setor privado",1412,"Resto da RM (Região Metropolitana, excluindo a capital)",18,"Homem","Pará","Ensino médio completo","Não branco","Não responsável pelo domicílio","Norte",18
"314","150099296_06_11_16_08_1989_Mulher_1552011",45336,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",34,"Mulher","Pará","Ensino médio completo","Não branco","Responsável pelo domicílio","Norte",1
"315","210109790_14_11_11_05_2005_Homem_2152011",46302,"Migrou para o setor privado",750,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",19,"Homem","Maranhão","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",16
"316","210153400_05_11_16_07_1980_Homem_2153012",46544,"Migrou para TCP",500,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",43,"Homem","Maranhão","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Nordeste",2
"317","210153400_07_11_10_08_1976_Homem_2153012",46545,"Migrou para TCP",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",47,"Homem","Maranhão","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Nordeste",1
"318","220008650_02_11_13_08_2003_Homem_2210011",46623,"Migrou para o setor privado",1162.5,"Capital",20,"Homem","Piauí","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",6
"319","220036782_13_11_26_09_1977_Mulher_2210012",46703,"Migrou para o setor privado",1412,"Capital",46,"Mulher","Piauí","Ensino médio completo","Não branco","Responsável pelo domicílio","Nordeste",3
"320","220045257_01_11_01_06_2002_Mulher_2253010",46984,"Migrou para o setor privado",750,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Mulher","Piauí","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",13
"321","230015045_13_11_02_01_1990_Homem_2351012",47272,"Migrou para o setor privado",2106,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",34,"Homem","Ceará","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",7
"322","230061270_14_11_13_01_2003_Homem_2351012",47286,"Migrou para o setor privado",250,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Ceará","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",4
"323","230120317_10_11_02_01_1988_Mulher_2354011",47637,"Migrou para o setor privado",850,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",36,"Mulher","Ceará","Ensino médio incompleto","Branco","Responsável pelo domicílio","Nordeste",13
"324","240041151_13_11_28_05_2003_Homem_2452011",47929,"Migrou para o setor privado",1480,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Rio Grande do Norte","Ensino médio completo","Branco","Não responsável pelo domicílio","Nordeste",4
"325","240040933_10_11_01_12_2001_Homem_2453011",47999,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",22,"Homem","Rio Grande do Norte","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",8
"326","240014510_09_11_18_08_2003_Homem_2453012",48019,"Migrou para TCP",807,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",20,"Homem","Rio Grande do Norte","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",11
"327","250020500_03_11_14_05_2003_Mulher_2510012",48141,"Migrou para o setor privado",1412,"Capital",20,"Mulher","Paraíba","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",5
"328","250019219_12_11_04_07_1998_Homem_2552011",48374,"Migrou para o setor privado",310,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",25,"Homem","Paraíba","Ensino médio completo","Branco","Responsável pelo domicílio","Nordeste",5
"329","260039120_04_11_31_01_1998_Homem_2610011",48596,"Migrou para o setor privado",825,"Capital",25,"Homem","Pernambuco","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Nordeste",7
"330","260241345_14_11_18_08_1981_Homem_2620011",48770,"Migrou para o setor privado",1850,"Resto da RM (Região Metropolitana, excluindo a capital)",42,"Homem","Pernambuco","Ensino médio completo","Branco","Responsável pelo domicílio","Nordeste",1
"331","260033870_12_11_09_08_1995_Mulher_2620012",48789,"Migrou para o setor privado",1800,"Resto da RM (Região Metropolitana, excluindo a capital)",28,"Mulher","Pernambuco","Ensino médio completo","Não branco","Responsável pelo domicílio","Nordeste",2
"332","260120883_10_11_23_08_1977_Mulher_2620012",48826,"Migrou para o setor privado",1956,"Resto da RM (Região Metropolitana, excluindo a capital)",46,"Mulher","Pernambuco","Ensino médio completo","Branco","Responsável pelo domicílio","Nordeste",24
"333","260207820_06_11_13_11_1987_Homem_2620012",48833,"Migrou para o setor privado",1406,"Resto da RM (Região Metropolitana, excluindo a capital)",36,"Homem","Pernambuco","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",2
"334","260209810_06_11_10_12_1966_Homem_2620012",48844,"Migrou para TCP",225,"Resto da RM (Região Metropolitana, excluindo a capital)",57,"Homem","Pernambuco","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Nordeste",8
"335","260209810_07_11_29_06_1986_Homem_2620012",48845,"Migrou para o setor privado",1412,"Resto da RM (Região Metropolitana, excluindo a capital)",37,"Homem","Pernambuco","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",11
"336","260132300_07_11_02_05_2000_Homem_2651011",48918,"Migrou para o setor privado",2000,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Homem","Pernambuco","Ensino médio completo","Branco","Não responsável pelo domicílio","Nordeste",36
"337","260138610_07_11_22_12_1976_Homem_2652012",49050,"Migrou para o setor privado",1100,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",47,"Homem","Pernambuco","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Nordeste",1
"338","260214919_01_11_21_05_1976_Homem_2653012",49200,"Migrou para TCP",700,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",47,"Homem","Pernambuco","Ensino médio completo","Branco","Não responsável pelo domicílio","Nordeste",12
"339","270034670_10_11_21_02_2001_Mulher_2710111",49330,"Migrou para o setor privado",1412,"Capital",22,"Mulher","Alagoas","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",2
"340","270071800_10_11_19_03_1975_Homem_2753011",49792,"Migrou para o setor privado",1871,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",49,"Homem","Alagoas","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Nordeste",24
"341","280030946_12_11_20_04_1991_Mulher_2810011",49869,"Migrou para o setor privado",1500,"Capital",32,"Mulher","Sergipe","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",3
"342","280014584_08_11_02_09_2002_Mulher_2852010",50068,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Mulher","Sergipe","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",1
"343","290079667_02_11_13_06_1975_Mulher_2910213",50313,"Migrou para TCP",250,"Capital",48,"Mulher","Bahia","Ensino médio completo","Não branco","Responsável pelo domicílio","Nordeste",36
"344","290079667_05_11_13_09_1981_Homem_2910213",50316,"Migrou para TCP",950,"Capital",42,"Homem","Bahia","Ensino médio completo","Não branco","Responsável pelo domicílio","Nordeste",6
"345","290118632_10_11_07_10_2003_Homem_2920011",50357,"Migrou para o setor privado",1950,"Resto da RM (Região Metropolitana, excluindo a capital)",20,"Homem","Bahia","Ensino médio incompleto","Branco","Não responsável pelo domicílio","Nordeste",1
"346","290036290_14_11_19_01_1991_Homem_2953012",50628,"Migrou para TCP",856,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",33,"Homem","Bahia","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",6
"347","290245514_03_11_10_04_2003_Homem_2953013",50663,"Migrou para o setor privado",1306,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",21,"Homem","Bahia","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",1
"348","290221320_05_11_18_06_1991_Homem_2955012",50770,"Migrou para o setor privado",700,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",32,"Homem","Bahia","Ensino médio completo","Não branco","Não responsável pelo domicílio","Nordeste",1
"349","290192349_04_11_10_04_1999_Homem_2956011",50817,"Migrou para o setor privado",1020,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",24,"Homem","Bahia","Ensino médio completo","Branco","Não responsável pelo domicílio","Nordeste",1
"350","290142157_04_11_14_10_1976_Mulher_2956013",50885,"Migrou para o setor privado",325,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",47,"Mulher","Bahia","Ensino médio completo","Branco","Responsável pelo domicílio","Nordeste",1
"351","310109503_02_11_19_02_2004_Mulher_3110112",51023,"Migrou para o setor privado",1412,"Capital",20,"Mulher","Minas Gerais","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",5
"352","310109503_08_11_06_12_2000_Mulher_3110112",51036,"Migrou para o setor privado",1706,"Capital",23,"Mulher","Minas Gerais","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",1
"353","310151249_06_11_17_10_1995_Homem_3110211",51108,"Migrou para TCP",1412,"Capital",28,"Homem","Minas Gerais","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",3
"354","310050880_12_11_28_09_1992_Homem_3120011",51393,"Migrou para o setor privado",1200,"Resto da RM (Região Metropolitana, excluindo a capital)",31,"Homem","Minas Gerais","Ensino médio incompleto","Não branco","Não responsável pelo domicílio","Sudeste",1
"355","310398986_05_11_22_04_1977_Mulher_3120013",51661,"Migrou para o setor privado",1550,"Resto da RM (Região Metropolitana, excluindo a capital)",46,"Mulher","Minas Gerais","Ensino médio incompleto","Não branco","Responsável pelo domicílio","Sudeste",24
"356","310059152_07_11_01_10_1991_Mulher_3153011",52196,"Migrou para TCP",725,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",32,"Mulher","Minas Gerais","Ensino médio completo","Não branco","Não responsável pelo domicílio","Sudeste",12
"357","310092141_09_11_17_05_1993_Mulher_3153012",52264,"Migrou para o setor privado",1412,"Resto da UF  (Unidade da Federação, excluindo a região metropolitana e a RIDE)",31,"Mulher","Minas Gerais","Ensino médio completo","Branco","Não responsável pelo domicílio","Sudeste",5
