"","id","Ano","V4012_ajust","ocupacao","cluster","Trimestre","Trimestre_Ano","UF","UPA","Estrato","V1008","V4012","V1014","V1022","V1016","V2007","V2008","V20081","V20082","V2009","VD4001","VD4002","VD3004","V4039","VD4010","V4032","V4019","V2010","V2005","VD4016","V1028","pessoas_domicilio","VD4016_ajust","regiao","Persistente","Precarizado","Transitório","chefe_domicilio","ensino_superior","renda_media"
"2740","420026600_06_11_29_04_1970_Homem_4253021",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420026600,4253021,"06","Empregado do setor privado",11,"Rural",3,"Homem","29","04",1970,53,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Comércio, reparação de veículos automotores e motocicletas",NA,NA,"Branca","Pessoa responsável pelo domicílio",4500,130.46148936,2,4746.21497221905,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",2741.6676737303
"2741","420026600_14_11_24_07_1977_Homem_4253021",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420026600,4253021,"14","Conta própria",11,"Rural",3,"Homem","24","07",1977,46,"Pessoas na força de trabalho","Pessoas ocupadas","Sem instrução e menos de 1 ano de estudo",44,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Sim","Branca","Pessoa responsável pelo domicílio",2500,171.45402591,4,2636.78609567725,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",3046.62390623723
"2742","420058575_07_11_27_02_1960_Mulher_4253021",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420058575,4253021,"07","Empregado do setor privado",11,"Rural",3,"Mulher","27","02",1960,63,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Agricultura, pecuária, produção florestal, pesca e aquicultura",NA,NA,"Branca","Pessoa responsável pelo domicílio",2200,74.14539725,2,2320.37176419598,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",2124.74761008633
"2743","420060160_03_11_12_01_1962_Mulher_4253021",2023,NA,"PFT","Precarizado",4,"4-2023","Santa Catarina",420060160,4253021,"03",NA,11,"Rural",3,"Mulher","12","01",1962,61,"Pessoas fora da força de trabalho",NA,"Fundamental incompleto ou equivalente",NA,"Desocupado",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",NA,77.3557613,3,NA,"Sul",0,1,0,"Não responsável pelo domicílio","Sem superior completo",1399.85296560733
"2744","420091583_12_11_24_09_1977_Mulher_4253021",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420091583,4253021,"12","Trabalhador doméstico",11,"Rural",3,"Mulher","24","09",1977,46,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",44,"Serviços domésticos",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",1500,130.97914477,3,1582.07165740635,"Sul",0,0,1,"Não responsável pelo domicílio","Sem superior completo",1558.34275729883
"2745","420003770_09_11_14_05_1964_Mulher_4253022",2023,NA,"PFT","Precarizado",4,"4-2023","Santa Catarina",420003770,4253022,"09",NA,11,"Rural",3,"Mulher","14","05",1964,59,"Pessoas fora da força de trabalho",NA,"Fundamental incompleto ou equivalente",NA,"Desocupado",NA,NA,"Parda","Pessoa responsável pelo domicílio",NA,147.04228886,2,NA,"Sul",0,1,0,"Responsável pelo domicílio","Sem superior completo",1404.81387970663
"2746","420003770_10_11_29_06_1975_Homem_4253022",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420003770,4253022,"10","Empregado do setor privado",11,"Rural",3,"Homem","29","06",1975,48,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",50,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim",NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",4500,193.46280143,5,4746.21497221905,"Sul",0,0,1,"Não responsável pelo domicílio","Sem superior completo",4178.28092148985
"2747","420125014_10_11_13_08_1973_Mulher_4253022",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420125014,4253022,"10","Conta própria",11,"Rural",3,"Mulher","13","08",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",14,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Não","Branca","Pessoa responsável pelo domicílio",1000,117.44785806,5,1054.7144382709,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",1052.03998739759
"2748","420014615_03_11_09_06_1966_Mulher_4254011",2023,NA,"PFT","Precarizado",4,"4-2023","Santa Catarina",420014615,4254011,"03",NA,11,"Urbana",3,"Mulher","09","06",1966,57,"Pessoas fora da força de trabalho",NA,"Superior completo",NA,"Desocupado",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",NA,191.66231135,2,NA,"Sul",0,1,0,"Não responsável pelo domicílio","Superior completo",1602.0168111431
"2749","420014615_11_11_17_03_1975_Mulher_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420014615,4254011,"11","Conta própria",11,"Urbana",3,"Mulher","17","03",1975,48,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Transporte, armazenagem e correio ","Sim","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",2000,206.74478967,3,2109.4288765418,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2105.67241884941
"2750","420078207_02_11_14_10_1978_Homem_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420078207,4254011,"02","Conta própria",11,"Urbana",3,"Homem","14","10",1978,45,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Não","Sim","Parda","Cônjuge ou companheiro(a) de sexo diferente",3000,30.76970568,3,3164.1433148127,"Sul",1,0,0,"Não responsável pelo domicílio","Superior completo",3263.47465007277
"2751","420081540_13_11_11_07_1982_Homem_4254011",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420081540,4254011,"13","Empregado do setor privado",11,"Urbana",3,"Homem","11","07",1982,41,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Construção",NA,NA,"Branca","Pessoa responsável pelo domicílio",6000,227.12074373,1,6328.2866296254,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",7423.46269640249
"2752","420081540_14_11_06_01_1987_Homem_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420081540,4254011,"14","Conta própria",11,"Urbana",3,"Homem","06","01",1987,36,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Construção","Sim","Sim","Branca","Filho(a) somente do responsável",5000,196.37915621,2,5273.5721913545,"Sul",1,0,0,"Não responsável pelo domicílio","Superior completo",5673.33983372571
"2753","420106855_02_11_06_06_1969_Mulher_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420106855,4254011,"02","Conta própria",11,"Urbana",3,"Mulher","06","06",1969,54,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",44,"Outros Serviços","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",2000,177.78585171,4,2109.4288765418,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2181.89303458268
"2754","420128674_07_11_22_05_2000_Mulher_4254011",2023,"TCP","TCP","Precarizado",4,"4-2023","Santa Catarina",420128674,4254011,"07","Conta própria",11,"Urbana",3,"Mulher","22","05",2000,23,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",20,"Outros Serviços","Não","Não","Parda","Cônjuge ou companheiro(a) de sexo diferente",1320,477.21238739,4,1392.22305851759,"Sul",0,1,0,"Não responsável pelo domicílio","Sem superior completo",1392.22305851759
"2755","420166630_03_11_01_09_1968_Homem_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420166630,4254011,"03","Conta própria",11,"Urbana",3,"Homem","01","09",1968,55,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",40,"Outros Serviços","Não","Não","Parda","Pessoa responsável pelo domicílio",1500,208.8117558,1,1582.07165740635,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",1999.7365446366
"2756","420185821_03_11_29_06_1961_Homem_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420185821,4254011,"03","Conta própria",11,"Urbana",3,"Homem","29","06",1961,62,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",25,"Comércio, reparação de veículos automotores e motocicletas","Não","Sim","Branca","Pessoa responsável pelo domicílio",1500,244.79470932,3,1582.07165740635,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",1550.27437285522
"2757","420193751_06_11_12_08_1979_Homem_4254011",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420193751,4254011,"06","Conta própria",11,"Urbana",3,"Homem","12","08",1979,44,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",30,"Construção","Não","Não","Branca","Filho(a) somente do responsável",2000,220.07185029,2,2109.4288765418,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1915.72780742953
"2758","420193751_13_11_14_01_1971_Homem_4254011",2023,NA,"PFT","Persistente",4,"4-2023","Santa Catarina",420193751,4254011,"13",NA,11,"Urbana",3,"Homem","14","01",1971,52,"Pessoas fora da força de trabalho",NA,"Médio completo ou equivalente",NA,"Desocupado",NA,NA,"Branca","Pessoa responsável pelo domicílio",NA,211.44494926,3,NA,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",1566.71033891563
"2759","420020537_01_11_29_12_1984_Mulher_4254012",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420020537,4254012,"01","Empregado do setor privado",11,"Urbana",3,"Mulher","29","12",1984,38,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",44,"Indústria geral",NA,NA,"Branca","Pai, mãe, padrasto ou madrasta",2000,251.854576,4,2109.4288765418,"Sul",0,0,1,"Não responsável pelo domicílio","Sem superior completo",1602.0168111431
"2760","420020537_06_11_26_06_1968_Homem_4254012",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420020537,4254012,"06","Trabalhador doméstico",11,"Urbana",3,"Homem","26","06",1968,55,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Serviços domésticos","Não",NA,"Branca","Pessoa responsável pelo domicílio",1200,220.76150619,4,1265.65732592508,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",1466.88102040592
"2761","420052273_12_11_01_03_1973_Mulher_4254012",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420052273,4254012,"12","Conta própria",11,"Urbana",3,"Mulher","01","03",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",40,"Indústria geral","Sim","Sim","Branca","Pessoa responsável pelo domicílio",1500,187.57937339,1,1582.07165740635,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",2067.9158610059
"2762","420054849_08_11_20_08_1985_Homem_4254012",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420054849,4254012,"08","Conta própria",11,"Urbana",3,"Homem","20","08",1985,38,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",64,"Comércio, reparação de veículos automotores e motocicletas","Sim","Sim","Parda","Pessoa responsável pelo domicílio",15000,361.07711364,2,15820.7165740635,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",8125.82070349521
"2763","420098510_10_11_23_08_2002_Homem_4254012",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420098510,4254012,"10","Conta própria",11,"Urbana",3,"Homem","23","08",2002,21,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",40,"Transporte, armazenagem e correio ","Não","Não","Branca","Filho(a) somente do responsável",1500,280.98651223,3,1582.07165740635,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1572.07077358471
"2764","420183937_06_11_26_12_1988_Mulher_4254012",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420183937,4254012,"06","Conta própria",11,"Urbana",3,"Mulher","26","12",1988,34,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",44,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Sim","Sim","Branca","Pessoa responsável pelo domicílio",14000,345.01706329,2,14766.0021357926,"Sul",1,0,0,"Responsável pelo domicílio","Superior completo",15518.1306653401
"2765","420013644_10_11_10_09_1993_Mulher_4254013",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420013644,4254013,"10","Conta própria",11,"Urbana",3,"Mulher","10","09",1993,30,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",36,"Construção","Não","Não","Branca","Filho(a) do responsável e do cônjuge",3000,141.20447331,3,3164.1433148127,"Sul",1,0,0,"Não responsável pelo domicílio","Superior completo",2170.79558720498
"2766","420035284_07_11_25_06_1967_Mulher_4254013",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420035284,4254013,"07","Conta própria",11,"Urbana",3,"Mulher","25","06",1967,56,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",20,"Indústria geral","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",1000,162.05273474,2,1054.7144382709,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1052.03998739759
"2767","420179510_04_11_15_05_1985_Homem_4254013",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420179510,4254013,"04","Conta própria",11,"Urbana",3,"Homem","15","05",1985,38,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",44,"Transporte, armazenagem e correio ","Sim","Sim","Parda","Cônjuge ou companheiro(a) de sexo diferente",4000,234.80501766,5,4218.8577530836,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2508.31871055782
"2768","420183239_02_11_25_04_2003_Mulher_4254013",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420183239,4254013,"02","Conta própria",11,"Urbana",3,"Mulher","25","04",2003,20,"Pessoas na força de trabalho","Pessoas ocupadas","Superior incompleto ou equivalente",44,"Comércio, reparação de veículos automotores e motocicletas","Sim","Sim","Branca","Filho(a) somente do responsável",2000,167.29771277,3,2109.4288765418,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",2417.45104390693
"2769","420113132_04_11_02_11_1965_Mulher_4254020",2023,NA,"PFT","Precarizado",4,"4-2023","Santa Catarina",420113132,4254020,"04",NA,11,"Rural",3,"Mulher","02","11",1965,58,"Pessoas fora da força de trabalho",NA,"Fundamental incompleto ou equivalente",NA,"Desocupado",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",NA,69.60389485,2,NA,"Sul",0,1,0,"Não responsável pelo domicílio","Sem superior completo",626.742138223477
"2770","420113132_06_11_08_11_1990_Homem_4254020",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420113132,4254020,"06","Conta própria",11,"Rural",3,"Homem","08","11",1990,33,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",50,"Comércio, reparação de veículos automotores e motocicletas","Sim","Não","Parda","Pessoa responsável pelo domicílio",4000,107.1214653,3,4218.8577530836,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",5149.68946024258
"2771","420117276_02_11_30_07_1970_Homem_4254020",2023,"TCP","TCP","Persistente",4,"4-2023","Santa Catarina",420117276,4254020,"02","Conta própria",11,"Rural",3,"Homem","30","07",1970,53,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",60,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Sim","Não","Branca","Pessoa responsável pelo domicílio",3000,157.81654458,5,3164.1433148127,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",3042.9511979986
"2772","420117276_02_11_18_02_2007_Mulher_4254020",2023,NA,"PFT","Precarizado",4,"4-2023","Santa Catarina",420117276,4254020,"02",NA,11,"Rural",3,"Mulher","18","02",2007,16,"Pessoas fora da força de trabalho",NA,"Médio incompleto ou equivalente",NA,"Desocupado",NA,NA,"Branca","Filho(a) do responsável e do cônjuge",NA,157.81654458,5,NA,"Sul",0,1,0,"Não responsável pelo domicílio","Sem superior completo",104.457023037246
"2773","420123569_06_11_03_11_1984_Mulher_4254020",2023,"ESPriv","ESPriv","Persistente",4,"4-2023","Santa Catarina",420123569,4254020,"06","Empregado do setor privado",11,"Rural",3,"Mulher","03","11",1984,39,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",50,"Indústria geral","Não",NA,"Branca","Pessoa responsável pelo domicílio",2500,146.46072696,3,2636.78609567725,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",2754.21430014038
"2774","420125125_02_11_06_12_1994_Homem_4254020",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Santa Catarina",420125125,4254020,"02","Empregado do setor privado",11,"Rural",3,"Homem","06","12",1994,28,"Pessoas na força de trabalho","Pessoas ocupadas","Médio incompleto ou equivalente",40,"Indústria geral",NA,NA,"Branca","Pessoa responsável pelo domicílio",2800,197.51999437,2,2953.20042715852,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",3133.71069111739
"2775","420125125_03_11_20_08_1968_Mulher_4254020",2023,"TCP","TCP","Transitório",4,"4-2023","Santa Catarina",420125125,4254020,"03","Conta própria",11,"Rural",3,"Mulher","20","08",1968,55,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",48,"Indústria geral","Sim","Sim","Preta","Pessoa responsável pelo domicílio",2000,170.15798476,2,2109.4288765418,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",2109.4288765418
"2776","430031310_01_11_21_06_1986_Mulher_4310111",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430031310,4310111,"01","Conta própria",11,"Urbana",3,"Mulher","21","06",1986,37,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Outros Serviços","Sim","Sim","Branca","Pessoa responsável pelo domicílio",2500,369.07124558,2,2627.77030168074,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",2602.07555986732
"2777","430097352_09_11_18_12_1992_Mulher_4310111",2023,NA,"PFT","Transitório",4,"4-2023","Rio Grande do Sul",430097352,4310111,"09",NA,11,"Urbana",3,"Mulher","18","12",1992,30,"Pessoas na força de trabalho","Pessoas desocupadas","Superior completo",NA,"Desocupado",NA,NA,"Branca","Pessoa responsável pelo domicílio",NA,354.56507919,2,NA,"Sul",0,0,1,"Responsável pelo domicílio","Superior completo",532.80840631594
"2778","430181637_07_11_14_04_1980_Homem_4310111",2023,NA,"PFT","Precarizado",4,"4-2023","Rio Grande do Sul",430181637,4310111,"07",NA,11,"Urbana",3,"Homem","14","04",1980,43,"Pessoas na força de trabalho","Pessoas desocupadas","Superior completo",NA,"Desocupado",NA,NA,"Branca","Genro ou nora",NA,391.39603338,5,NA,"Sul",0,1,0,"Não responsável pelo domicílio","Superior completo",2664.0420315797
"2779","430181637_12_11_04_06_1976_Homem_4310111",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430181637,4310111,"12","Conta própria",11,"Urbana",3,"Homem","04","06",1976,47,"Pessoas na força de trabalho","Pessoas ocupadas","Superior incompleto ou equivalente",30,"Comércio, reparação de veículos automotores e motocicletas","Sim","Sim","Branca","Pessoa responsável pelo domicílio",5000,379.9072109,2,5255.54060336148,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",4930.78029313711
"2780","430150839_06_11_19_06_1992_Mulher_4310112",2023,"TCP","TCP","Transitório",4,"4-2023","Rio Grande do Sul",430150839,4310112,"06","Conta própria",11,"Urbana",3,"Mulher","19","06",1992,31,"Pessoas na força de trabalho","Pessoas ocupadas","Superior incompleto ou equivalente",40,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Sim","Sim","Branca","Filho(a) somente do responsável",2500,295.39852832,2,2627.77030168074,"Sul",0,0,1,"Não responsável pelo domicílio","Sem superior completo",2628.79632990959
"2781","430196808_07_11_23_05_1973_Homem_4310112",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Rio Grande do Sul",430196808,4310112,"07","Empregado do setor privado",11,"Urbana",3,"Homem","23","05",1973,50,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",48,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",NA,NA,"Branca","Pai, mãe, padrasto ou madrasta",2500,501.18111309,4,2627.77030168074,"Sul",0,0,1,"Não responsável pelo domicílio","Superior completo",1692.05039324549
"2782","430201345_09_11_13_05_1980_Mulher_4310112",2023,NA,"PFT","Precarizado",4,"4-2023","Rio Grande do Sul",430201345,4310112,"09",NA,11,"Urbana",3,"Mulher","13","05",1980,43,"Pessoas fora da força de trabalho",NA,"Médio completo ou equivalente",NA,"Desocupado",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",NA,300.33619904,4,NA,"Sul",0,1,0,"Não responsável pelo domicílio","Sem superior completo",1598.42521894782
"2783","430201345_11_11_13_02_2005_Homem_4310112",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430201345,4310112,"11","Conta própria",11,"Urbana",3,"Homem","13","02",2005,18,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",70,"Transporte, armazenagem e correio ","Sim","Sim","Parda","Neto(a)",1500,252.09195209,3,1576.66218100844,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1448.06719217503
"2784","430191888_04_11_07_08_1966_Mulher_4310113",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430191888,4310113,"04","Conta própria",11,"Urbana",3,"Mulher","07","08",1966,57,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",40,"Educação, saúde humana e serviços sociais","Sim","Sim","Branca","Pessoa responsável pelo domicílio",5000,249.44087698,3,5255.54060336148,"Sul",1,0,0,"Responsável pelo domicílio","Superior completo",5395.3153206601
"2785","430007016_11_11_17_07_1988_Homem_4310211",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430007016,4310211,"11","Conta própria",11,"Urbana",3,"Homem","17","07",1988,35,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",50,"Construção","Não","Não","Parda","Cônjuge ou companheiro(a) de sexo diferente",2000,458.2920202,6,2102.21624134459,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1086.06204923789
"2786","430022195_09_11_19_12_1997_Homem_4310211",2023,"ESPriv","ESPriv","Transitório",4,"4-2023","Rio Grande do Sul",430022195,4310211,"09","Empregado do setor privado",11,"Urbana",3,"Homem","19","12",1997,25,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",40,"Indústria geral",NA,NA,"Branca","Cônjuge ou companheiro(a) de sexo diferente",1700,542.05885704,2,1786.8838051429,"Sul",0,0,1,"Não responsável pelo domicílio","Sem superior completo",3127.38506278427
"2787","430088542_10_11_10_06_2002_Homem_4310211",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430088542,4310211,"10","Conta própria",11,"Urbana",3,"Homem","10","06",2002,21,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",25,"Construção","Não","Não","Branca","Pessoa responsável pelo domicílio",1500,648.1283674,3,1576.66218100844,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",1178.53788286234
"2788","430103712_08_11_08_03_1975_Homem_4310211",2023,"TCP","TCP","Transitório",4,"4-2023","Rio Grande do Sul",430103712,4310211,"08","Conta própria",11,"Urbana",3,"Homem","08","03",1975,48,"Pessoas na força de trabalho","Pessoas ocupadas","Superior incompleto ou equivalente",30,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Não","Não","Parda","Pessoa responsável pelo domicílio",700,474.44207669,1,735.775684470607,"Sul",0,0,1,"Responsável pelo domicílio","Sem superior completo",632.270716179912
"2789","430111627_08_11_26_11_1985_Mulher_4310211",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430111627,4310211,"08","Conta própria",11,"Urbana",3,"Mulher","26","11",1985,37,"Pessoas na força de trabalho","Pessoas ocupadas","Superior completo",30,"Educação, saúde humana e serviços sociais","Não","Não","Branca","Filho(a) somente do responsável",3500,300.65795627,2,3678.87842235304,"Sul",1,0,0,"Não responsável pelo domicílio","Superior completo",3148.34012636242
"2790","430117439_05_11_14_01_1974_Homem_4310212",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430117439,4310212,"05","Conta própria",11,"Urbana",3,"Homem","14","01",1974,49,"Pessoas na força de trabalho","Pessoas ocupadas","Médio completo ou equivalente",50,"Construção","Sim","Sim","Branca","Irmão ou irmã",5000,278.45873924,3,5255.54060336148,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",4926.44392310207
"2791","430117439_07_11_05_09_1963_Mulher_4310212",2023,NA,"PFT","Precarizado",4,"4-2023","Rio Grande do Sul",430117439,4310212,"07",NA,11,"Urbana",3,"Mulher","05","09",1963,60,"Pessoas fora da força de trabalho",NA,"Médio completo ou equivalente",NA,"Desocupado",NA,NA,"Branca","Pessoa responsável pelo domicílio",NA,324.94721655,2,NA,"Sul",0,1,0,"Responsável pelo domicílio","Sem superior completo",159.842521894782
"2792","430129847_09_11_31_08_1979_Homem_4310212",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430129847,4310212,"09","Conta própria",11,"Urbana",3,"Homem","31","08",1979,44,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Construção","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",1320,582.11933079,2,1387.46271928743,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1561.03768824505
"2793","430129847_10_11_07_10_1989_Homem_4310212",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430129847,4310212,"10","Conta própria",11,"Urbana",3,"Homem","07","10",1989,34,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental incompleto ou equivalente",44,"Construção","Não","Não","Branca","Cônjuge ou companheiro(a) de sexo diferente",1320,638.76137115,4,1387.46271928743,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",1625.75466917476
"2794","430145575_02_11_05_07_1974_Homem_4310212",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430145575,4310212,"02","Conta própria",11,"Urbana",3,"Homem","05","07",1974,49,"Pessoas na força de trabalho","Pessoas ocupadas","Fundamental completo ou equivalente",10,"Comércio, reparação de veículos automotores e motocicletas","Não","Não","Branca","Irmão ou irmã",500,548.63684464,2,525.554060336148,"Sul",1,0,0,"Não responsável pelo domicílio","Sem superior completo",812.239261854132
"2795","430176795_13_11_29_12_1960_Homem_4310212",2023,"TCP","TCP","Persistente",4,"4-2023","Rio Grande do Sul",430176795,4310212,"13","Conta própria",11,"Urbana",3,"Homem","29","12",1960,62,"Pessoas na força de trabalho","Pessoas ocupadas","Sem instrução e menos de 1 ano de estudo",70,"Comércio, reparação de veículos automotores e motocicletas","Não","Não","Branca","Pessoa responsável pelo domicílio",750,304.29195645,1,788.331090504222,"Sul",1,0,0,"Responsável pelo domicílio","Sem superior completo",996.993800018852
